instanceId;projectId;testScenarioId;dueScenarioId;voltScenarioId;dueDateDays;needsVolt;GasAmount;Pulldown;EE_32;EE_25;EE_16;Perf_25;Perf_43;Perf_38;Perf_32;Perf_16;Perf_10;FreezingC;TemperatureRise;CU_10;CU_25;CU_32
9_1_1;P18;9;1;1;46;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_1;P19;9;1;1;51;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
9_1_1;P20;9;1;1;56;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_1;P21;9;1;1;43;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
9_1_1;P22;9;1;1;47;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
9_1_1;P23;9;1;1;53;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_1;P24;9;1;1;57;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_1;P25;9;1;1;44;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
9_1_1;P26;9;1;1;48;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_1;P27;9;1;1;53;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
9_1_1;P28;9;1;1;55;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_1;P29;9;1;1;46;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
9_1_1;P30;9;1;1;50;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_1;P31;9;1;1;54;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
9_1_1;P32;9;1;1;56;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_1;P33;9;1;1;43;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
9_1_1;P34;9;1;1;46;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
9_1_1;P35;9;1;1;50;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
9_1_1;P36;9;1;1;56;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_1;P37;9;1;1;45;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_1;P38;9;1;1;49;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_1;P39;9;1;1;52;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_1;P40;9;1;1;57;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_1;P41;9;1;1;43;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_1;P42;9;1;1;47;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
9_1_1;P43;9;1;1;51;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
9_1_1;P44;9;1;1;55;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_1;P45;9;1;1;44;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_1;P46;9;1;1;48;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1
9_1_1;P47;9;1;1;53;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_1;P48;9;1;1;56;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_1;P49;9;1;1;46;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_1;P50;9;1;1;57;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P1;9;1;2;42;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P2;9;1;2;46;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_2;P3;9;1;2;47;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P4;9;1;2;44;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P5;9;1;2;50;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_2;P6;9;1;2;53;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P7;9;1;2;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P8;9;1;2;48;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P9;9;1;2;52;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P10;9;1;2;55;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P11;9;1;2;46;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P12;9;1;2;50;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
9_1_2;P13;9;1;2;54;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P14;9;1;2;45;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P15;9;1;2;49;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1
9_1_2;P16;9;1;2;53;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
9_1_2;P17;9;1;2;56;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
9_1_2;P18;9;1;2;46;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P19;9;1;2;51;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
9_1_2;P20;9;1;2;56;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P21;9;1;2;43;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
9_1_2;P22;9;1;2;47;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
9_1_2;P23;9;1;2;53;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_2;P24;9;1;2;57;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P25;9;1;2;44;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
9_1_2;P26;9;1;2;48;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P27;9;1;2;53;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
9_1_2;P28;9;1;2;55;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P29;9;1;2;46;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P30;9;1;2;50;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P31;9;1;2;54;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
9_1_2;P32;9;1;2;56;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_2;P33;9;1;2;43;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P34;9;1;2;46;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
9_1_2;P35;9;1;2;50;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
9_1_2;P36;9;1;2;56;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P37;9;1;2;45;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_2;P38;9;1;2;49;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P39;9;1;2;52;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P40;9;1;2;57;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P41;9;1;2;43;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P42;9;1;2;47;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
9_1_2;P43;9;1;2;51;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
9_1_2;P44;9;1;2;55;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_2;P45;9;1;2;44;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_2;P46;9;1;2;48;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1
9_1_2;P47;9;1;2;53;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_2;P48;9;1;2;56;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_2;P49;9;1;2;46;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_2;P50;9;1;2;57;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P1;9;1;3;42;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P2;9;1;3;46;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_3;P3;9;1;3;47;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P4;9;1;3;44;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P5;9;1;3;50;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_3;P6;9;1;3;53;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P7;9;1;3;43;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P8;9;1;3;48;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P9;9;1;3;52;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P10;9;1;3;55;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P11;9;1;3;46;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P12;9;1;3;50;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
9_1_3;P13;9;1;3;54;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P14;9;1;3;45;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P15;9;1;3;49;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1
9_1_3;P16;9;1;3;53;1;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
9_1_3;P17;9;1;3;56;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
9_1_3;P18;9;1;3;46;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P19;9;1;3;51;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
9_1_3;P20;9;1;3;56;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P21;9;1;3;43;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
9_1_3;P22;9;1;3;47;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
9_1_3;P23;9;1;3;53;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_3;P24;9;1;3;57;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P25;9;1;3;44;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
9_1_3;P26;9;1;3;48;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P27;9;1;3;53;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
9_1_3;P28;9;1;3;55;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P29;9;1;3;46;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P30;9;1;3;50;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P31;9;1;3;54;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
9_1_3;P32;9;1;3;56;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_3;P33;9;1;3;43;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P34;9;1;3;46;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
9_1_3;P35;9;1;3;50;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
9_1_3;P36;9;1;3;56;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P37;9;1;3;45;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
9_1_3;P38;9;1;3;49;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P39;9;1;3;52;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P40;9;1;3;57;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P41;9;1;3;43;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P42;9;1;3;47;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
9_1_3;P43;9;1;3;51;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
9_1_3;P44;9;1;3;55;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
9_1_3;P45;9;1;3;44;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
9_1_3;P46;9;1;3;48;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1
9_1_3;P47;9;1;3;53;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
9_1_3;P48;9;1;3;56;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
9_1_3;P49;9;1;3;46;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
9_1_3;P50;9;1;3;57;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
10_1_1;P1;10;1;1;42;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
10_1_1;P2;10;1;1;46;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_1;P3;10;1;1;47;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_1;P4;10;1;1;44;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P5;10;1;1;50;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P6;10;1;1;53;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P7;10;1;1;43;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P8;10;1;1;48;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
10_1_1;P9;10;1;1;52;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1
10_1_1;P10;10;1;1;55;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_1;P11;10;1;1;46;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P12;10;1;1;50;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_1;P13;10;1;1;54;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
10_1_1;P14;10;1;1;45;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
10_1_1;P15;10;1;1;49;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
10_1_1;P16;10;1;1;53;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_1;P17;10;1;1;56;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P18;10;1;1;46;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
10_1_1;P19;10;1;1;51;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P20;10;1;1;56;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_1;P21;10;1;1;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P22;10;1;1;47;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
10_1_1;P23;10;1;1;53;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
10_1_1;P24;10;1;1;57;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_1;P25;10;1;1;44;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_1;P26;10;1;1;48;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P27;10;1;1;53;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
10_1_1;P28;10;1;1;55;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_1;P29;10;1;1;46;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P30;10;1;1;50;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_1;P31;10;1;1;54;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_1;P32;10;1;1;56;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
10_1_1;P33;10;1;1;43;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_1;P34;10;1;1;46;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
10_1_1;P35;10;1;1;50;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_1;P36;10;1;1;56;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_1;P37;10;1;1;45;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P38;10;1;1;49;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_1;P39;10;1;1;52;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_1;P40;10;1;1;57;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_1;P41;10;1;1;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P42;10;1;1;47;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_1;P43;10;1;1;51;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_1;P44;10;1;1;55;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_1;P45;10;1;1;44;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
10_1_1;P46;10;1;1;48;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_1;P47;10;1;1;53;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
10_1_1;P48;10;1;1;56;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_1;P49;10;1;1;46;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
10_1_1;P50;10;1;1;57;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
10_1_2;P1;10;1;2;42;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
10_1_2;P2;10;1;2;46;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_2;P3;10;1;2;47;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_2;P4;10;1;2;44;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P5;10;1;2;50;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P6;10;1;2;53;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P7;10;1;2;43;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P8;10;1;2;48;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
10_1_2;P9;10;1;2;52;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1
10_1_2;P10;10;1;2;55;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_2;P11;10;1;2;46;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P12;10;1;2;50;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_2;P13;10;1;2;54;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
10_1_2;P14;10;1;2;45;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
10_1_2;P15;10;1;2;49;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
10_1_2;P16;10;1;2;53;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_2;P17;10;1;2;56;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P18;10;1;2;46;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
10_1_2;P19;10;1;2;51;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P20;10;1;2;56;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_2;P21;10;1;2;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P22;10;1;2;47;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
10_1_2;P23;10;1;2;53;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
10_1_2;P24;10;1;2;57;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_2;P25;10;1;2;44;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_2;P26;10;1;2;48;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P27;10;1;2;53;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
10_1_2;P28;10;1;2;55;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_2;P29;10;1;2;46;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P30;10;1;2;50;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_2;P31;10;1;2;54;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_2;P32;10;1;2;56;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
10_1_2;P33;10;1;2;43;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_2;P34;10;1;2;46;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
10_1_2;P35;10;1;2;50;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_2;P36;10;1;2;56;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_2;P37;10;1;2;45;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P38;10;1;2;49;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_2;P39;10;1;2;52;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_2;P40;10;1;2;57;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_2;P41;10;1;2;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P42;10;1;2;47;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_2;P43;10;1;2;51;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_2;P44;10;1;2;55;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_2;P45;10;1;2;44;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
10_1_2;P46;10;1;2;48;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_2;P47;10;1;2;53;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
10_1_2;P48;10;1;2;56;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_2;P49;10;1;2;46;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
10_1_2;P50;10;1;2;57;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
10_1_3;P1;10;1;3;42;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
10_1_3;P2;10;1;3;46;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_3;P3;10;1;3;47;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_3;P4;10;1;3;44;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P5;10;1;3;50;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P6;10;1;3;53;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P7;10;1;3;43;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P8;10;1;3;48;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
10_1_3;P9;10;1;3;52;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1
10_1_3;P10;10;1;3;55;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_3;P11;10;1;3;46;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_3;P12;10;1;3;50;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_3;P13;10;1;3;54;1;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
10_1_3;P14;10;1;3;45;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
10_1_3;P15;10;1;3;49;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
10_1_3;P16;10;1;3;53;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_3;P17;10;1;3;56;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_3;P18;10;1;3;46;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
10_1_3;P19;10;1;3;51;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P20;10;1;3;56;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_3;P21;10;1;3;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_3;P22;10;1;3;47;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
10_1_3;P23;10;1;3;53;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
10_1_3;P24;10;1;3;57;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
10_1_3;P25;10;1;3;44;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
10_1_3;P26;10;1;3;48;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_3;P27;10;1;3;53;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
10_1_3;P28;10;1;3;55;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
10_1_3;P29;10;1;3;46;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P30;10;1;3;50;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
10_1_3;P31;10;1;3;54;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_3;P32;10;1;3;56;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
10_1_3;P33;10;1;3;43;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
10_1_3;P34;10;1;3;46;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
10_1_3;P35;10;1;3;50;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
10_1_3;P36;10;1;3;56;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
10_1_3;P37;10;1;3;45;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
10_1_3;P38;10;1;3;49;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
